"","pmid","doi","title","abstract","year","month","day","jabbrv","journal","keywords","lastname","firstname","address","email"
"1","34192126","10.1177/23328584211003164","Higher Education in Times of COVID-19: University Students' Basic Need Satisfaction, Self-Regulated Learning, and Well-Being.","In the wake of COVID-19, university students have experienced fundamental changes of their learning and their lives as a whole. The present research identifies psychological characteristics associated with students' well-being in this situation. We investigated relations of basic psychological need satisfaction (experienced competence, autonomy, and relatedness) with positive emotion and intrinsic learning motivation, considering self-regulated learning as a moderator. Self-reports were collecte","2021","07","02","AERA Open","AERA open","COVID-19; higher education; self-determination theory; well-being","Holzer","Julia","University of Vienna",NA
"2","34192126","10.1177/23328584211003164","Higher Education in Times of COVID-19: University Students' Basic Need Satisfaction, Self-Regulated Learning, and Well-Being.","In the wake of COVID-19, university students have experienced fundamental changes of their learning and their lives as a whole. The present research identifies psychological characteristics associated with students' well-being in this situation. We investigated relations of basic psychological need satisfaction (experienced competence, autonomy, and relatedness) with positive emotion and intrinsic learning motivation, considering self-regulated learning as a moderator. Self-reports were collecte","2021","07","02","AERA Open","AERA open","COVID-19; higher education; self-determination theory; well-being","Lüftenegger","Marko","University of Vienna",NA
"3","34192126","10.1177/23328584211003164","Higher Education in Times of COVID-19: University Students' Basic Need Satisfaction, Self-Regulated Learning, and Well-Being.","In the wake of COVID-19, university students have experienced fundamental changes of their learning and their lives as a whole. The present research identifies psychological characteristics associated with students' well-being in this situation. We investigated relations of basic psychological need satisfaction (experienced competence, autonomy, and relatedness) with positive emotion and intrinsic learning motivation, considering self-regulated learning as a moderator. Self-reports were collecte","2021","07","02","AERA Open","AERA open","COVID-19; higher education; self-determination theory; well-being","Korlat","Selma","University of Vienna",NA
"4","34192126","10.1177/23328584211003164","Higher Education in Times of COVID-19: University Students' Basic Need Satisfaction, Self-Regulated Learning, and Well-Being.","In the wake of COVID-19, university students have experienced fundamental changes of their learning and their lives as a whole. The present research identifies psychological characteristics associated with students' well-being in this situation. We investigated relations of basic psychological need satisfaction (experienced competence, autonomy, and relatedness) with positive emotion and intrinsic learning motivation, considering self-regulated learning as a moderator. Self-reports were collecte","2021","07","02","AERA Open","AERA open","COVID-19; higher education; self-determination theory; well-being","Pelikan","Elisabeth","University of Vienna",NA
"5","34192126","10.1177/23328584211003164","Higher Education in Times of COVID-19: University Students' Basic Need Satisfaction, Self-Regulated Learning, and Well-Being.","In the wake of COVID-19, university students have experienced fundamental changes of their learning and their lives as a whole. The present research identifies psychological characteristics associated with students' well-being in this situation. We investigated relations of basic psychological need satisfaction (experienced competence, autonomy, and relatedness) with positive emotion and intrinsic learning motivation, considering self-regulated learning as a moderator. Self-reports were collecte","2021","07","02","AERA Open","AERA open","COVID-19; higher education; self-determination theory; well-being","Salmela-Aro","Katariina","University of Helsinki",NA
"6","34192126","10.1177/23328584211003164","Higher Education in Times of COVID-19: University Students' Basic Need Satisfaction, Self-Regulated Learning, and Well-Being.","In the wake of COVID-19, university students have experienced fundamental changes of their learning and their lives as a whole. The present research identifies psychological characteristics associated with students' well-being in this situation. We investigated relations of basic psychological need satisfaction (experienced competence, autonomy, and relatedness) with positive emotion and intrinsic learning motivation, considering self-regulated learning as a moderator. Self-reports were collecte","2021","07","02","AERA Open","AERA open","COVID-19; higher education; self-determination theory; well-being","Spiel","Christiane","University of Helsinki",NA
"7","34192126","10.1177/23328584211003164","Higher Education in Times of COVID-19: University Students' Basic Need Satisfaction, Self-Regulated Learning, and Well-Being.","In the wake of COVID-19, university students have experienced fundamental changes of their learning and their lives as a whole. The present research identifies psychological characteristics associated with students' well-being in this situation. We investigated relations of basic psychological need satisfaction (experienced competence, autonomy, and relatedness) with positive emotion and intrinsic learning motivation, considering self-regulated learning as a moderator. Self-reports were collecte","2021","07","02","AERA Open","AERA open","COVID-19; higher education; self-determination theory; well-being","Schober","Barbara","University of Vienna",NA
"8","34192125","10.1021/acs.estlett.0c00875","Longitudinal Monitoring of SARS-CoV-2 RNA on High-Touch Surfaces in a Community Setting.","Environmental surveillance of surface contamination is an unexplored tool for understanding transmission of SARS-CoV-2 in community settings. We conducted longitudinal swab sampling of high-touch non-porous surfaces in a Massachusetts town during a COVID-19 outbreak from April to June 2020. Twenty-nine of 348 (8.3%) surface samples were positive for SARS-CoV-2 RNA, including crosswalk buttons, trash can handles, and door handles of essential business entrances (grocery store, liquor store, bank,","2021","07","02","Environ Sci Technol Lett","Environmental science &amp; technology letters",NA,"Harvey","Abigail P","Civil and Environmental Engineering, Tufts University, Medford, Massachusetts 02155, United States",NA
"9","34192125","10.1021/acs.estlett.0c00875","Longitudinal Monitoring of SARS-CoV-2 RNA on High-Touch Surfaces in a Community Setting.","Environmental surveillance of surface contamination is an unexplored tool for understanding transmission of SARS-CoV-2 in community settings. We conducted longitudinal swab sampling of high-touch non-porous surfaces in a Massachusetts town during a COVID-19 outbreak from April to June 2020. Twenty-nine of 348 (8.3%) surface samples were positive for SARS-CoV-2 RNA, including crosswalk buttons, trash can handles, and door handles of essential business entrances (grocery store, liquor store, bank,","2021","07","02","Environ Sci Technol Lett","Environmental science &amp; technology letters",NA,"Fuhrmeister","Erica R","Civil and Environmental Engineering, Tufts University, Medford, Massachusetts 02155, United States",NA
"10","34192125","10.1021/acs.estlett.0c00875","Longitudinal Monitoring of SARS-CoV-2 RNA on High-Touch Surfaces in a Community Setting.","Environmental surveillance of surface contamination is an unexplored tool for understanding transmission of SARS-CoV-2 in community settings. We conducted longitudinal swab sampling of high-touch non-porous surfaces in a Massachusetts town during a COVID-19 outbreak from April to June 2020. Twenty-nine of 348 (8.3%) surface samples were positive for SARS-CoV-2 RNA, including crosswalk buttons, trash can handles, and door handles of essential business entrances (grocery store, liquor store, bank,","2021","07","02","Environ Sci Technol Lett","Environmental science &amp; technology letters",NA,"Cantrell","Molly E","Civil and Environmental Engineering, Tufts University, Medford, Massachusetts 02155, United States",NA
