"","pmid","doi","title","abstract","year","month","day","jabbrv","journal","keywords","lastname","firstname","address","email"
"1","34236306","10.5414/CN110474","Association between continuous renal replacement therapy and 28-day mortality of critically ill patients with COVID-19 receiving mechanical ventilation.","Continuous renal replacement therapy (CRRT) has become an important multiple organ support therapy and it is widely used in the intensive care unit (ICU). The aim of this study was to clarify the association between CRRT and 28-day mortality in critically ill coronavirus disease 2019 (-COVID-19) patients receiving mechanical ventilation. 112 respiratory decompensated critically ill adult patients with COVID-19 admitted to a COVID-19-designated ICU were included in this retrospective cohort study","2021","07","10","Clin Nephrol","Clinical nephrology",NA,"Xu","Xueqiang",NA,NA
"2","34236306","10.5414/CN110474","Association between continuous renal replacement therapy and 28-day mortality of critically ill patients with COVID-19 receiving mechanical ventilation.","Continuous renal replacement therapy (CRRT) has become an important multiple organ support therapy and it is widely used in the intensive care unit (ICU). The aim of this study was to clarify the association between CRRT and 28-day mortality in critically ill coronavirus disease 2019 (-COVID-19) patients receiving mechanical ventilation. 112 respiratory decompensated critically ill adult patients with COVID-19 admitted to a COVID-19-designated ICU were included in this retrospective cohort study","2021","07","10","Clin Nephrol","Clinical nephrology",NA,"Liu","Kang",NA,NA
"3","34236306","10.5414/CN110474","Association between continuous renal replacement therapy and 28-day mortality of critically ill patients with COVID-19 receiving mechanical ventilation.","Continuous renal replacement therapy (CRRT) has become an important multiple organ support therapy and it is widely used in the intensive care unit (ICU). The aim of this study was to clarify the association between CRRT and 28-day mortality in critically ill coronavirus disease 2019 (-COVID-19) patients receiving mechanical ventilation. 112 respiratory decompensated critically ill adult patients with COVID-19 admitted to a COVID-19-designated ICU were included in this retrospective cohort study","2021","07","10","Clin Nephrol","Clinical nephrology",NA,"Cheng","Peng",NA,NA
"4","34236306","10.5414/CN110474","Association between continuous renal replacement therapy and 28-day mortality of critically ill patients with COVID-19 receiving mechanical ventilation.","Continuous renal replacement therapy (CRRT) has become an important multiple organ support therapy and it is widely used in the intensive care unit (ICU). The aim of this study was to clarify the association between CRRT and 28-day mortality in critically ill coronavirus disease 2019 (-COVID-19) patients receiving mechanical ventilation. 112 respiratory decompensated critically ill adult patients with COVID-19 admitted to a COVID-19-designated ICU were included in this retrospective cohort study","2021","07","10","Clin Nephrol","Clinical nephrology",NA,"Huang","Yaoyu",NA,NA
"5","34236306","10.5414/CN110474","Association between continuous renal replacement therapy and 28-day mortality of critically ill patients with COVID-19 receiving mechanical ventilation.","Continuous renal replacement therapy (CRRT) has become an important multiple organ support therapy and it is widely used in the intensive care unit (ICU). The aim of this study was to clarify the association between CRRT and 28-day mortality in critically ill coronavirus disease 2019 (-COVID-19) patients receiving mechanical ventilation. 112 respiratory decompensated critically ill adult patients with COVID-19 admitted to a COVID-19-designated ICU were included in this retrospective cohort study","2021","07","10","Clin Nephrol","Clinical nephrology",NA,"Huang","Chaolin",NA,NA
"6","34236306","10.5414/CN110474","Association between continuous renal replacement therapy and 28-day mortality of critically ill patients with COVID-19 receiving mechanical ventilation.","Continuous renal replacement therapy (CRRT) has become an important multiple organ support therapy and it is widely used in the intensive care unit (ICU). The aim of this study was to clarify the association between CRRT and 28-day mortality in critically ill coronavirus disease 2019 (-COVID-19) patients receiving mechanical ventilation. 112 respiratory decompensated critically ill adult patients with COVID-19 admitted to a COVID-19-designated ICU were included in this retrospective cohort study","2021","07","10","Clin Nephrol","Clinical nephrology",NA,"Wu","Wenjuan",NA,NA
"7","34236306","10.5414/CN110474","Association between continuous renal replacement therapy and 28-day mortality of critically ill patients with COVID-19 receiving mechanical ventilation.","Continuous renal replacement therapy (CRRT) has become an important multiple organ support therapy and it is widely used in the intensive care unit (ICU). The aim of this study was to clarify the association between CRRT and 28-day mortality in critically ill coronavirus disease 2019 (-COVID-19) patients receiving mechanical ventilation. 112 respiratory decompensated critically ill adult patients with COVID-19 admitted to a COVID-19-designated ICU were included in this retrospective cohort study","2021","07","10","Clin Nephrol","Clinical nephrology",NA,"Xing","Changying",NA,NA
"8","34236306","10.5414/CN110474","Association between continuous renal replacement therapy and 28-day mortality of critically ill patients with COVID-19 receiving mechanical ventilation.","Continuous renal replacement therapy (CRRT) has become an important multiple organ support therapy and it is widely used in the intensive care unit (ICU). The aim of this study was to clarify the association between CRRT and 28-day mortality in critically ill coronavirus disease 2019 (-COVID-19) patients receiving mechanical ventilation. 112 respiratory decompensated critically ill adult patients with COVID-19 admitted to a COVID-19-designated ICU were included in this retrospective cohort study","2021","07","10","Clin Nephrol","Clinical nephrology",NA,"Mao","Huijuan",NA,NA
"9","34236306","10.5414/CN110474","Association between continuous renal replacement therapy and 28-day mortality of critically ill patients with COVID-19 receiving mechanical ventilation.","Continuous renal replacement therapy (CRRT) has become an important multiple organ support therapy and it is widely used in the intensive care unit (ICU). The aim of this study was to clarify the association between CRRT and 28-day mortality in critically ill coronavirus disease 2019 (-COVID-19) patients receiving mechanical ventilation. 112 respiratory decompensated critically ill adult patients with COVID-19 admitted to a COVID-19-designated ICU were included in this retrospective cohort study","2021","07","10","Clin Nephrol","Clinical nephrology",NA,"Liu","Yun",NA,NA
"10","34236305","10.5414/CP204050","Increased pharmacy purchases of cardiovascular drugs from wholesalers prior to the first and second COVID-19 lockdowns.","The aim of this study was to examine the development of drug purchases over the course of the coronavirus crisis in Germany in 2020. The evaluations in this retrospective cross-sectional study are based on the IMS RPM (Regional Pharmaceutical Market) weekly database, which shows weekly purchases by public pharmacies from full-service wholesalers at the time the pharmacy purchase is made in Germany. The outcome of this investigation was the development of cardiovascular drug sales by packing unit","2021","07","10","Int J Clin Pharmacol Ther","International journal of clinical pharmacology and therapeutics",NA,"Luedde","Mark",NA,NA
